id,surname,forename,birthYear,deathYear,note,pageRefs,fullName
"ansorge_p_437","Kunwald","Ella","1871","1957","Österr. Konzertsängerin und Gesangspädagogin, die zunächst nach Dänemark später nach England emigrierte. Sowohl ihr Neffe Peter Stadlen (1910–1996) als auch ihre Cousine →Elisabeth K. waren Pianisten (Diesen Hinweis verdanken wir Dr. Primavera Driessen-Gruber vom Verein orpheus.news, Wien.). 125, 421, 513, 533, 538f, 543ff, 553, 578, 674 Kunwald, Elisabeth (Elsa) (1877–1946). Ung. Pianistin und erste Ehefrau von Ernst von Dohnanyi, Mutter von Hans und Grete von Dohnanyi.","","Ella Kunwald"
"ansorge_p_438","Kurz","Selma","1874","1933","Österr. Sängerin (Sopran), debütierte in Hamburg und wechselte über Frankfurt ab 1899 nach Wien unter Gustav Mahler und war bis zu ihrem Bühnenabschied 1926 auch dank zahlreicher weltweiter Gastspiele eine der größten Koloratursopranistinnen ihrer Zeit.","389; 502","Selma Kurz"
"ansorge_p_439","Kurzweil","Hedwig","1881","1960","Verh. mit →Wilhelm von Wymetal, Mutter von →Konrad von Wymetal.","","Hedwig Kurzweil"
"ansorge_p_440","Kusmitsch","Charlotte/Karoline","1873","","Österr. Sängerin (Alt), geboren in Mähren, debütierte 1895 in Brünn, von 1898–1902 an der k. k. Hofoper, kurzfristige Verlobte Wilhelm von Wymetals. Nach ihrer Heirat mit Dr. Egert trat sie von der Bühne ab und kehrte nach Mähren zurück.","443; 445; 448; 472","Charlotte/Karoline Kusmitsch"
"ansorge_p_441","Laber","Heinrich","1880","1950","Dt. Geiger, Dirigent und Komponist, seit 1914 Hofkapellmeister in Gera, wo er bis zu seiner Pensionierung 1942 blieb; 1917–1922 leitete er auch insgesamt 65 Konzerte der Musikalischen Gesellschaft Leipzig in der Alberthalle. 203 Lachmann, Hedwig (1865–1918). Dt. Schriftstellerin und Übersetzerin, war seit den 1890er Jahren mit Richard Dehmel befreundet, heiratete 1903 den Anarchisten Gustav Landauer. 276 Lachmann, Robert (1892–1939). Dt. Musikwissenschaftler, Ethnologe, Bibliothekar und Orientalist. Mitbegründer der Berliner Schule für Vergleichende Musikwissenschaft.","51","Heinrich Laber"
"ansorge_p_442","Lamond","Frederic","1868","1948","Schottischer Pianist und Musikpädagoge, Schüler Liszts.","16; 164; 450; ","Frederic Lamond"
"ansorge_p_443","Lampe","Walther","1872","1964","Dt. Komponist, Schüler von Heinrich von Herzogenberg und Engelbert Humperdinck.","361","Walther Lampe"
"ansorge_p_444","Langmann","Philipp","1862","1931","Deutschsprachiger Dichter aus Mähren, der vom Arbeiter zum Fabrikleiter und Beamten aufstieg. Als Autor vertrat er die naturalistisch-sozialistische Richtung seiner Zeit. Sein Drama „Bartel Turaser“, das am 11. Dezember 1897 am Deutschen Volkstheater in Wien aufgeführt wurde, erzielte durch die anschauliche Darstellung der Proletarier-Umgebung einen außerordentlichen Erfolg. Dieser ermöglichte es ihm, fernerhin als freier Schriftsteller und Journalist zu leben. Das Volksstück „Die vier Gewinner“ (12. November 1898) erlebte jedoch nur zwei, das Drama „Gertrud Antless“ (14. November 1899) nur eine Wiederholung. Mitglied im Ansorge-Verein.","461; 477; 480; 492; 505; 645","Philipp Langmann"
"ansorge_p_445","Larsen","Karl","1860","1931","Dän. Schriftsteller. 434 Lassen, Eduard (1830–1904). Dän.-belg. Dirigent und Komponist, wurde 1861 Liszts Nachfolger als Hofkapellmeister in Weimar. 66, 72, 74, 76f, 80, 84, 86, 137 Laugs, Robert (1875–1942). Dt. Dirigent, u. a. an der Berliner Hofoper und in Kassel (dort Erster Kapellmeister der Oper).","119","Karl Larsen"
"ansorge_p_446","Laurischkus","Max","1876","1929","Dt. Komponist, Dirigent und Cembalist.","130","Max Laurischkus"
"ansorge_p_447","Lauterer","Bertha","1869","1936","Böhm. Sängerin und begeisterte Hobbyköchin, ab 1887 am Prager Nationaltheater engagiert, ab 1888 verh. mit dem Komponisten →Josef Bohuslav Foerster. Ab 1893 von G. Mahler an die Hamburger Oper, und 1901 an die Wiener Hofoper engagiert. 457, 463 Lauxmann, Theodor (1865–1920). Dt. Maler, bekannt für bäuerliche Sujets. 108 Lebede, Georg Willibald (1872–?). Militärkapellmeister. 159 Lebisch, Franz (1881–1965). Österr. (Garten)architekt, Schüler Josef Hoffmanns. 432 Lechter, Melchior (1865–1937). Dt. Zeichner und Grafiker, zuerst in Münster zum Glasmaler ausgebildet, danach Studium in Berlin. Dem Kreis um Stefan George nahestehend, hatte er die Umschlaggestaltung der ihm gewidmeten George-Gesänge op. 14 (Berlin: Deneke 1900) übernommen.","; 109; 111; 283; 289; 291; 310; 448; 486; 620; 664","Bertha Lauterer"
"ansorge_p_448","Lederer","Georg","1843","1910","Dt. Sänger (Tenor), Autodidakt. 1878–1889 am Stadttheater Leipzig, 1891–1899 in Zürich verpflichtet.","71","Georg Lederer"
"ansorge_p_449","Lefler","Heinrich","1863","1919","Österr. Architekt, Professor an der Akademie der bildenden Künste in Wien, von 1900 bis 1903 Ausstattungsleiter an der Hofoper. Er war der Lehrer von Richard Gerstl, Mitbegründer des Hagenbundes und verh. mit der Sängerin →Mina Wiesmüller, mit deren Porträt er die österr. 1000-Kronen-Banknote versah.","400; 469; 504; 508; 527; 537; 551; 561","Heinrich Lefler"
"ansorge_p_450","Lehmann","Lilli","1848","1929","Dt. Opernsängerin (dram. Koloratursopran) und Gesangspädagogin, 1885–1890 an der Metropolitan Opera in New York. 79, 104, 112 Lehmann, Reinhard (1858–?). Von 1882 bis mindestens 1904 Dirigent des 1. Leibhusarenregiments Danzig. 137 Leisner, Emmy (1885/86–1958). Dt. Sängerin (Alt), 1913–1921 an der Berliner Hofoper (Staatsoper), 1923–1925 an der Deutschen Oper Berlin engagiert.","","Lilli Lehmann"
"ansorge_p_451","Lentrodt","Willhelm","","1914","Dt. Schriftsteller, Mitglied des Berliner Kreises um Dehmel, Wedekind und Mühsam, Lektor im S. Fischer Verlag. 288 Leonhardt, Carl (1886–1969). Dt. Komponist und Dirigent.","198","Willhelm Lentrodt"
"ansorge_p_452","Lepsius","Sabine","1864","1942","Dt. Porträtmalerin. Sie entstammte einer künstlerischen Familie, ihr Vater war der Maler Gustav Graef, ihr Bruder der Kunsthistoriker Botho Graef, und sie selbst heiratete den Berliner Maler Reinhold Lepsius. Ihr Salon in Berlin-Westend wurde zum Zentrum eines Kreises, in dem auch Georg Simmel, Wilhelm Dilthey, Rainer Maria Rilke und Conrad Ansorge zu Gast waren. Stefan George inszenierte dort Dichterabende und -lesungen.","","Sabine Lepsius"
"ansorge_p_453","Leschetizky","Theodor","1830","1915","Poln. Pianist und Komponist, studierte bei Czerny und F. X. W. Mozart, S. Sechter und A. Bruckner. Ging mit Anton Rubinstein nach Petersburg und war Mitbegründer des dortigen Konservatoriums. 1878 kehrte er nach Wien zurück und wurde dort zum Mittelpunkt eines bedeutenden Klavierzirkels.","492; 494; 497; 512; 526; ","Theodor Leschetizky"
"ansorge_p_454","Leslie","Henry David","1822","1896","Brit. (Chor-)Dirigent und Komponist.","86","Henry David Leslie"
"ansorge_p_455","Lessmann","Eva","1888","","Dt. Liedsängerin, Tochter von →Otto Lessmann.","143; 166; 640; 675","Eva Lessmann"
"ansorge_p_456","Lessmann","Otto","1844","1918","Dt. Musikkritiker und Komponist, war seit 1881 Chefredakteur der Allgemeinen Musikzeitung (vor 1885 Allgemeine deutsche Musikzeitung).","11; 28; 84; 94; ; 467; 612","Otto Lessmann"
"ansorge_p_457","Lewandowski","Stanislaus Roman","1859","1940","Poln. Maler und Bildhauer, lebte ab 1890 abwechselnd in Warschau und Wien. 429 Lewyn, Helena (1889–1980). US-amerik. Pianistin und Pädagogin, Schülerin Godowskys und Ansorges. 684 Leydhecker, Agnes (ca 1876–nach 1924). Dt. Konzertsängerin (Alt). Schülerin von Julius Stockhausen und →Etelka Gerster. Einer ihrer regelmäßigen Liedbegleiter war der Pianist und Komponist Otto Frickhoeffer (1892–1968).","157","Stanislaus Roman Lewandowski"
"ansorge_p_458","Lhévinne","Joseph","1874","1944","Russ. Pianist, war 1902–1906 Lehrer am Moskauer Konservatorium, gab 1906 sein USA-Debüt in der Carnegie-Hall, gefolgt von zahlreichen Konzerten, trotzdem lebte er mit seiner Frau, der Pianistin Rosina Bessie (1880–1976), bis 1919 hauptsächlich in Berlin. Ab 1922 unterrichteten beide an der New Yorker Juilliard School. Zu ihren Schülern zählen James Levine, John Williams und Van Cliburn.","158","Joseph Lhévinne"
"ansorge_p_459","Liebe","Ludwig","1819","1900","Dt. Dirigent und Komponist.","84","Ludwig Liebe"
"ansorge_p_460","Liebermann","Max","1847","1935","Dt. Maler, Hauptvertreter des deutschen Impressionismus, Präsident der Berliner Secession und langjähriger Leiter der Preußischen Akademie der Künste, sein Haus befindet sich am Pariser Platz neben dem Brandenburger Tor. Er war ein gern gesehener Gast von →Johannes Guthmann im Gut Neu-Kladow. Er und seine Familie wurden zu Opfern des nationalsozialistischen Regimes.","38; 47; 54; 57","Max Liebermann"
"ansorge_p_461","Liepe","Emil","1860","1940","Dt. Sänger (Bariton), Gesangslehrer, Komponist und Musikschriftsteller.","67; 124","Emil Liepe"
"ansorge_p_462","Lier","Jacques van","1875","1951","Niederländ. Cellist, 1897–1899 Solocellist der Berliner Philharmoniker, ab 1899 Leiter der Meisterklasse für Violoncello am Klindworth-Scharwenka-Konservatorium. Er bildete gemeinsam mit dem Geiger →Josef van Veen und dem Pianisten →Coenraad Valentijn Bos (1875–1955) von 1900 bis 1907 das „Hollandsche Trio“, und mit →van Veen, →Willem Feltzer und →Johan Ruinen das →„Holländische Streichquartett“, das Ansorges Werke mehrmals spielte. Er emigrierte 1939 nach England.","130; 133; 152; 355; 555; 644; 669","Jacques van Lier"
"ansorge_p_463","Liliencron","Detlev von","1844","1909","Dt. Lyriker und enger Freund Dehmels. Durch die liebenswürdige Art seiner Erscheinung und den 1883 erschienenen Gedichtband „Adjutantenritte“ wurde L. von der Jugend der Zeit begeistert als Erneuerer der lyrischen Kunst begrüßt.","31; ; ; 128; 130; 161; 236; 240; 242; ; 275; ; ; ; 291; 325; 328; 332; ; ; 351; 355; 358; 394; ; 403; ; 420; 423; ; 434; 437; 446; 449; 462; 477; 485; 492; ; 506; 523; 531; 558; 562; 578; 590; 594; ; 616; ; 632; 636; ; 663; 665; 668; 673","Detlev von Liliencron"
"ansorge_p_464","Lilienthal","Abraham Wolf","1859","1928","US-amerik. Geiger und Bratschist, ab 1887 Mitglied der Philharmonic Society, ersetzte →Ludwig Schenck im New York String Quartet. 89 Lindeiner-Wildau, Erdmuthe Friederike Eva von (1909–2005). 1934 heiratete sie den Geologen Fritz Eghard von Estorff (1899–1947). Schülerin von →Margarethe (und Conrad?) Ansorge.","229; 684","Abraham Wolf Lilienthal"
"ansorge_p_465","Lindemann","Fritz","1876","1927","Dt. Pianist, geschätzter Liedbegleiter und Kammermusiker. Seit 1902 in Berlin.","178","Fritz Lindemann"
"ansorge_p_466","Lindner","Eugen","1858","1915","Dt. Komponist und Sänger, unterrichtete ab 1902 am Leipziger Konservatorium. Kgl. Professor in Weimar.","120; 311","Eugen Lindner"
"ansorge_p_467","Lissauer","Ernst","1882","1937","Dt. Schriftsteller.","431","Ernst Lissauer"
"ansorge_p_468","Listemann","Bernhard","1841","1917","Dt.-amerik. Geiger (Schüler von Ferdinand David, Henri Vieuxtemps und Joseph Joachim) und Dirigent, 1880 Gründer des Boston Philharmonic Orchestra.","13; 93","Bernhard Listemann"
"ansorge_p_469","Löffler","Albrecht","1867","","Dt. Cellist, Widmungsträger der Serenade für Violine, Viola und Violoncello des schwedischen Komponisten Knut Håkanson (1887–1929).","149","Albrecht Löffler"
"ansorge_p_470","Löffler","Bertold","1874","1960","Österr. Keramiker, Maler und Grafiker, dessen Name untrennbar mit der „Wiener Werkstätte“ verbunden ist. 1907–1935 Professor an der Wiener Kunstgewerbeschule.","434","Bertold Löffler"
"ansorge_p_471","Lohring","Maria","1897","","Dt. Konzertsängerin (Sopran).","220; 675","Maria Lohring"
"ansorge_p_472","Looks","Rudolf","1867","","Dt. Pianist, Organist und Chorleiter, Schüler Rheinbergers, in den 20er Jahren im Musikleben der Stadt Stralsund aktiv.","148","Rudolf Looks"
"ansorge_p_473","Loos","Adolf","1870","1933","Österr. Architekt und einflussreicher Theoretiker der Moderne, auf dessen Initiative zahlreiche Entwicklungen des 20. Jhds. zurückzuführen sind. Als junger Mann verbrachte er einige Jahre in den USA und zählte auch zum engsten Freundeskreis →Schönbergs.","337; 391; 396; 403; 408; 416; 435; 437","Adolf Loos"
"ansorge_p_474","Lorenz","Alfred","1868","1939","Österr. Dirigent, Komponist und Musiktheoretiker. Berühmt wurde sein vierbändiger Traktat „Das Geheimnis der Form bei Richard Wagner“ (1924–1933). NS-Parteimitglied seit 1931.","96","Alfred Lorenz"
"ansorge_p_475","Lorme","Lola","1863","1924","Österr. Journalistin, Schriftstellerin und Übersetzerin.","439","Lola Lorme"
"ansorge_p_476","Lothar","Rudolf","1865","1943","Österr. Dichter und Dramatiker aus Ungarn. L. promovierte in Heidelberg in Philosophie, verbrachte einige Zeit in Paris und übersiedelte 1889 nach Wien. Dort war er Hg. der Wage, Mitarbeiter der Neuen Freien Presse. Er übersiedelte 1907 nach Berlin, wo er als Redakteur beim Lokalen Anzeiger tätig war und 1912 das Komödienhaus gründete.","391; 399; 417; 511","Rudolf Lothar"
"ansorge_p_477","Lubrich","Fritz jun.","1888","1971","Dt. Komponist, Kirchenmusiker und Pädagoge. Schüler Max Regers.","188","Fritz jun. Lubrich"
"ansorge_p_478","Lucka","Emil","1877","1941","Österr. Schriftsteller und Essayist, befreundet mit Otto Weininger, veröffentlichte zahlreiche Künstlerromane.","390; 431; 434","Emil Lucka"
"ansorge_p_479","Lüdemann","Otto","1864","","Dt. Cellist, der möglicherweise einer Familie von Instrumentenmachern entstammte.","110; 279; 664","Otto Lüdemann"
"ansorge_p_480","Mackenzie","Sir Alexander Campbell","1847","1935","Schott. Komponist und Dirigent.","79","Sir Alexander Campbell Mackenzie"
"ansorge_p_481","Madden","Claude","1868","1928","US-amerik. Geiger, Komponist und Dirigent, 1903 Gründungsmitglied des Minneapolis Symphony Orchestra.","89","Claude Madden"
"ansorge_p_482","Maikl","Georg","1872","1951","Dt. Sänger, debütierte in Mannheim, ab 1904 Hofopernsänger in Wien (bis 1941); Ehrenmitglied im Ansorge-Verein ab der Saison 1905/06.","133; 135; 401; 406; ; ","Georg Maikl"
"ansorge_p_483","Mair","Franz","1821","1893","Österr. Komponist, Gründer des „Wiener Schubertbundes“ 1863.","81; 98","Franz Mair"
"ansorge_p_484","Malten","Therese","","1930","Dt. Sängerin (Sopran), von 1873–1898 an der Dresdner Hofoper engagiert.","70","Therese Malten"
"ansorge_p_485","Mamroth","Elisabeth","","1960","Dt. Sängerin, seit 1923 Ehefrau des Industriellen →Paul Mamroth, studierte 1897–1902 am Stern’schen Konservatorium Gesang bei Selma Nicklass-Kempner.","226","Elisabeth Mamroth"
"ansorge_p_486","Mamroth","Paul","1859","1938","Dt. Industrieller, 1915–1928 im Vorstand der AEG.","","Paul Mamroth"
"ansorge_p_487","Mandé","Rudolf Maria","1904","1964","Tschech. Pianist, Komponist und Dirigent, war ab 1928 als Korrepetitor und Dirigent am Tschechischen Nationaltheater und ab 1938 Dirigent des Rundfunkorchesters in Prag. 1923–1926 in Conrad Ansorges Meisterklasse.","684","Rudolf Maria Mandé"
"ansorge_p_488","Mann","Josef","1883","1921","Österr. Sänger (Tenor), er starb während einer Aufführung der „Aida“ an der Berliner Staatsoper Unter den Linden.","176; 186","Josef Mann"
"ansorge_p_489","Mannsfeld","Hermann","1833","1892","Dt. Kapellmeister, lange Zeit in Dresden, danach engagiert an der Kurkapelle Ems.","70","Hermann Mannsfeld"
"ansorge_p_490","Mannstädt","Franz","1852","1932","Dt. Dirigent (Meiningen, Wiesbaden, Berlin).","95","Franz Mannstädt"
"ansorge_p_491","Marák","Otakar","1872","1939","Tschech. Sänger (Tenor). Engagements an der Wiener Hofoper, an der Komischen Oper Berlin (1906–1913) und am Prager Nationaltheater (1914–1934).","172","Otakar Marák"
"ansorge_p_492","Marberg","Lili","1876","1962","Dt. Schauspielerin, ab 1907 in Wien tätig: zuerst am Deutschen Volkstheater, 1911– 1950 am Burgtheater.","436","Lili Marberg"
"ansorge_p_493","Marschalk","Max","1863","1940","Dt. Komponist, Musikverleger, Musikkritiker der Vossischen Zeitung in Berlin von 1895–1933. Er war als Kritiker im Dienste der neueren Musik tätig. Ein reger Briefwechsel mit Gustav Mahler in den 1890er Jahren hatte sich anlässlich seiner Studie über dessen I. Symphonie in der Zeitung Die redenden Künste (Leipzig III/13 (1896/97), S. 371–375) entwickelt. Für Schönberg setzte er sich bis an sein Lebensende ein und verhielt sich als Verleger vorbildlich ihm gegenüber. Als Schwager Gerhard Hauptmanns hatte er Bühnenmusik zu fünf seiner Dramen komponiert, er komponierte sieben Opern, ein Märchenspiel, Orchesterwerke und Lieder.","32; 103; 128; 241; 291; 299; 317; ; 339; 343; 393; 398; 400; 411; 415; ; 452; 456; ; 469; 476; 478; 482; 486; 491; 493; 510; ; 517; 538; 548; 550; 581; 589; 592; ; 598; 616; 624; 627; 649; 651","Max Marschalk"
"ansorge_p_494","Marschalk","Margarete","1875","1957","Dt. Geigerin und Schauspielerin, Schwester von →Max Marschalk, Studium bei J. Joachim, ab 1894 Schauspielerin bei Otto Brahm am Deutschen Theater, spätere Ehefrau Gerhart Hauptmanns. Lovis Corinth schuf im Jahr 1900 mit dem Bild „Die Geigenspielerin“ ein beeindruckendes Porträt.","","Margarete Marschalk"
"ansorge_p_495","Marteau","Henri","1874","1934","Dt.-frz. Geigenvirtuose.","36; 206; 594; ","Henri Marteau"
"ansorge_p_496","Mauke","Wilhelm","1867","1930","Dt. Komponist und Theoretiker (Lieder opp. 42, 45). Werke u. a.: Die letzte Maske, Mimodrama in 2 Akten (Ballett in 3 Bildern) op. 65 und „Thamar“, Tragödie in 3 Akten, Operette „Der Tugendprinz“ (München 1907).","458","Wilhelm Mauke"
"ansorge_p_497","Maurer","Heinrich","1868","","Dt. Pianist und Musikschriftsteller.","152; 154","Heinrich Maurer"
"ansorge_p_498","Maurer","Marie","","","Sängerin (Mezzosopran), debütierte am 24.01.1902 als Magdalene in Wagners „Meistersinger“ an der Metropolitan Opera.","80","Marie Maurer"
"ansorge_p_499","Mautner","Isidor","1852","1930","und Jenny (1856–1938). Österr. Großindustrielle und Kunstmäzene.","","Isidor Mautner"
"ansorge_p_500","Mayer","Georg Anton","1879","","Dt. Kunsthistoriker, von 1910 bis 1917 verh. mit der Schauspielerin Lucie Höflich und regelmäßiger Gast im Gut Neu-Kladow bei →Johannes Guthmann.","54","Georg Anton Mayer"
"ansorge_p_501","Mayerhoff","Franz","1864","1938","Dt. Dirigent und Komponist.","46; 73; 78; 131","Franz Mayerhoff"
"ansorge_p_502","Medelsky","lotte","1880","1960","Österr. Schauspielerin, die bereits mit 17 Jahren an das Wiener Hofburgtheater engagiert wurde. Dort verblieb sie auch bis zu ihrer Pensionierung im Jahr 1946. Ihre Schwester Hermine M. (1884–1940) und ihr Ehemann →Eugen Frank waren ebenfalls Schauspieler.","","lotte Medelsky"
"ansorge_p_503","Mell","Mary","1885","1954","Österr. Schauspielerin, ab 1901 am Burgtheater, ab 1908 verh. mit dem Maler →A. D. Goltz, Schwester des Schriftstellers Max Mell (1882–1971).","430","Mary Mell"
"ansorge_p_504","Melzer","Josef","1859","","Österr. Cellist, Schüler von Franz Hegenbarth in Prag, ab 1878 Solocellist des Breslauer Orchestervereins (vgl. Violoncellisten der Gegenwart in Wort und Bild. Hamburg: Verlagsanstalt 1903, S. 134–135).","107; 155","Josef Melzer"
"ansorge_p_505","Mendelssohn","Arnold","1855","1933","Dt. Komponist und Musikpädagoge am Kölner Konservatorium, befreundet mit Engelbert Humperdinck und Hugo Wolf, betätigte sich auch als Kirchenmusiker, verfasste Opern, Lieder und später Symphonien. Zu seinen Schülern zählte Paul Hindemith, der ihm sein Bratschenkonzert op. 36/4 widmete.","581; 604","Arnold Mendelssohn"
"ansorge_p_506","Mengewein","Karl","1852","1908","Dt. Komponist und Lehrer. Gründer des Berliner Oratorien-Vereins und der „Konzertvereinigung Madrigal“.","120","Karl Mengewein"
"ansorge_p_507","Merker","Rose","1886","1948","Österr. Sängerin (Dramat. Sopran), war 1913–1923 am Stadttheater in Stettin engagiert, danach in Graz, Darmstadt, am Deutschen Theater in Prag und 1942–1944 an der Wiener Staatsoper, wo sie schon seit 1929 gastiert hatte.","196","Rose Merker"
"ansorge_p_508","Messchaert","Johannes","1857","1922","Niederländ. Sänger (Bariton), gefragter Lied- und Oratoriensänger; häufig von dem Pianisten Julius Röntgen begleitet. Lehrer an der Berliner Musikhochschule. 94, 126 Metternich-Sándor, Fürstin Pauline von (1836–1921). Sie war eine Enkelin des Staatskanzlers Metternich, wirkte als Mäzenin und führte zunächst in Paris, später in Wien einen stilbildenden Salon.","489","Johannes Messchaert"
"ansorge_p_509","Metzdorff","Richard","1844","1919","Dt. Kapellmeister und Komponist.","124","Richard Metzdorff"
"ansorge_p_510","Metzner","Franz","1870","1919","Österr.-böhm. Bildhauer der Secession und dem Symbolismus zugehörig, wirkte an zahlreichen Großprojekten der Zeit mit, starb an der spanischen Grippe. 408, 429, 648 Meyer, Waldemar (1853–1940). Dt. Geiger, Schüler Joachims, 1873–1881 Mitglied der Berliner Hofkapelle, danach reisender Virtuose. Sein Bruder Felix M. war ebenfalls Geiger.","149; ","Franz Metzner"
"ansorge_p_511","Michalek","Lisa","","","Österr.? Schauspielerin.","437","Lisa Michalek"
"ansorge_p_512","Mikorey","Franz","1873","1947","Dt. Komponist und Dirigent, von 1902–1918 Hofkapellmeister in Dessau. Sein Vater Max M. (1850–1907) war Sänger (Tenor), sein Sohn Franz M. (1907–1986) Bildhauer. 120, 145, 311 Milde, Rudolf von (1859–1927). Dt. Sänger (Bass-Bariton) und Gesangspädagoge, entstammte einer Sängerfamilie und war seit 1894 am Theater von Dessau engagiert.","145","Franz Mikorey"
"ansorge_p_513","Misch","Robert","1860","1929","Dt. Librettist und Schriftsteller.","363","Robert Misch"
"ansorge_p_514","Mitterwurzer","Christine Wilhelmine","","1909","Dt. Schauspielerin, Spross einer Schauspielerfamilie, nach Engagements in Berlin, Pest, Graz und Leipzig 1871–1909 am Wiener Hofburgtheater. 422 M ynarski, Emil Szimon (1870–1935). Poln. Dirigent, Geiger und Komponist, Schüler von Leopold Auer und Nikolai Rimsky-Korsakov, als Dirigent hauptsächlich in Polen und Großbritannien tätig.","192; ; 211","Christine Wilhelmine Mitterwurzer"
"ansorge_p_515","Moeller-Bruck","Arthur","1876","1925","Dt. Staatstheoretiker, fügte dem Namen des Vaters (Moeller) den Geburtsnamen der Mutter (van den Bruck) hinzu, betätigte sich als völkisch-nationalistischer Publizist, nachdem er frühzeitig die Schule abgebrochen hatte. Führender Vertreter der sog. „Konservativen Revolution“ in den 1920er Jahren. Veröffentlichte 1923 sein Hauptwerk „Das dritte Reich“, kurze Zeit später nahm er sich das Leben.","261; 271; 276; 312","Arthur Moeller-Bruck"
"ansorge_p_516","Mojsisovics von Mojsvár","Roderich","1877","1953","Österr. Dirigent und Komponist, Musik- und Bühnenschriftsteller.","629","Roderich Mojsisovics von Mojsvár"
"ansorge_p_517","Moll","Carl","1861","1945","Österr. Maler und Stiefvater von Alma Mahler. Er war als Mitbegründer der Wiener Secession, aus der er 1905 austrat, wirkungsmächtige Persönlichkeit im Wiener Kunstleben. Als überzeugter Nationalsozialist beging er 1945 Selbstmord.","164; 520","Carl Moll"
"ansorge_p_518","Mombert","Alfred","1872","1942","Dt. Jurist und Lyriker, dessen visionäre Gedichte großen Einfluss auf zahlreiche Künstler der Jahrhundertwende ausübten. Er war eng befreundet mit Richard Dehmel und starb an den Folgen der nationalsozialistischen Verfolgung.","35; 245; 261; 271; 282; 302; 304; 328; 394; 416; 438; 467; 560; 614; 648; 656; 663; 670","Alfred Mombert"
"ansorge_p_519","Mondel","August","","","Dt. Kapellmeister, 1901–1904 Direktor des Theaters in Trier, gründete gemeinsam mit Gustav Drechsel (1874–1939) 1907 das Mozart-Orchester in Berlin.","146","August Mondel"
"ansorge_p_520","Moniuszko","Stanis aw","1819","1872","Poln. Komponist, Dirigent und Pädagoge.","103","Stanis aw Moniuszko"
"ansorge_p_521","Morold","Max","1866","1945","Österr. Musikschriftsteller, 1917/18 Direktor des k. k. Hofburgtheaters. 520 Mosenthal, Joseph (1834–1896). Dt.-amerik. Geiger, Organist und Chorleiter; 1867–1896 Leiter des →Mendelssohn Glee Club. 81 Moser, Anton (1872–1909). Österr. Sänger (Bariton), debütierte in Heidelberg, wechselte später nach Aachen und Bremen und war ab 1903 an der Hofoper in Wien tätig.","132; 425; ; 549; 634; 674","Max Morold"
"ansorge_p_522","Muck","Karl","1859","1940","Dt. Dirigent, langjähriger Kpm. der Hofoper in Berlin, von 1912–1918 Leiter des Boston Symphony Orchestra, kehrte nach dem I. Weltkrieg zurück nach Deutschland, wo er von 1901 bis 1930 Leiter der Bayreuther Festspiele war, die er „judenrein“ halten wollte.","216","Karl Muck"
"ansorge_p_523","Mühldorfer","Wilhelm Karl","1837","1919","Dt. Theaterkapellmeister und Komponist.","101","Wilhelm Karl Mühldorfer"
"ansorge_p_524","Müller","Martin","1885","","Dt. Bildhauer, studierte an der Kunstschule in Breslau und der Akademie der Künste in Berlin. Er war Mitglied der Berliner Secession, die von ihm gestaltete Büste von Conrad Ansorge aus dem Jahr 1917 wird in der Nationalgalerie Berlin aufbewahrt. 1923/24 war er in Los Angeles als künstlerischer Filmberater tätig, 1930 lebte er in Rom.","537","Martin Müller"
"ansorge_p_525","Müller-Chappuis","Rudolf","1905","1968","Dt. Pianist, Lehrer und Schriftsteller. Schüler Ansorges. 684 Müller-Reuter, Theodor (1858–1919). Dt. Pianist, Dirigent, Komponist und Musikschriftsteller. Schüler Friedrich und Alwin Wiecks.","119","Rudolf Müller-Chappuis"
"ansorge_p_526","Müllerhartung","Julie","","","Dt. Sängerin (Sopran), eine Tochter von Carl Müllerhartung (1834–1908), dem Gründer der Weimarer Orchester-Schule, aus der die Hochschule für Musik Franz Liszt Weimar hervorging.","75; 94","Julie Müllerhartung"
"ansorge_p_527","Münchhoff","Mary","","","Im Ansorge-Vereins-Aufruf wird sie als „Konzertsängerin aus Nebraska“ betitelt und in der Korrespondenz in der Gefolgschaft von Harry Graf Kessler erwähnt. Ihre Studien absolvierte sie am Stern’schen Konservatorium sowie bei Mathilde Marchesi und galt als virtuose Koloratursängerin. Sie gab Konzerte in London (1902) und Edinburgh (1907/08), darunter zumindest eines gemeinsam mit dem Pianisten Harold Bauer. Möglicherweise verbrachte sie ihre weitere Lebenszeit in der Schweiz (Das Kantonsarchiv Basel führt einen Akt zu ihr (1904–1925)).","114; 477; 480; 493","Mary Münchhoff"
"ansorge_p_528","Munter","Friedrich","1881","1939","Dt.-balt. Dirigent und Komponist, Schüler von Ludwig Thuille in München, ab 1923 Leiter der Volkssymphoniekonzerte des Münchner Konzertvereines. 225 Muntz, Maximilian (1869–1914). Österr. Musikkritiker der antisemitischen, christlich-sozialen Deutschen Zeitung und der Reichspost, stand Mahler und seiner Musik feindlich gegenüber.","400; 477; 573","Friedrich Munter"
"ansorge_p_529","Munzinger","Edgar","1847","1905","Schweiz. Pianist und Komponist, ab 1893 in Berlin, Eigentümer des Eichelberg’schen Konservatoriums. 1898 Rückkehr in die Schweiz, 1901 Lehrer an der Musikschule Basel.","98","Edgar Munzinger"
